,X,y,real_y,prob,path,raw_X,stratum
0,['boy great tune guy today episode today go something little different want dedication episode episode title let sit thorn thorn guy life tragically take peer september documentary call torren torin name documentary produce e lab green documentary touch heartwrenching like masterpiece give chill watch definitely guys check definitely check definitely check'],0,-1,0.05626278286098562,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/anchor.fm/d2/httpsanchor.fms18da0df0podcastplay13436210https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005072F67a0b433fdf6166145d48d794f1d695f.m4aMERGED," This is your boy D the Great and you're tuned into me. What up guys? So today is episode 15. Today I'm going to do something a little different. I wanted to do a dedication episode. So this episode is titled Let It Sit Thorn. Thorn is a guy who life was tragically taken from him by some peers of his on September the 4th, 2019. There's a documentary out called Torren T-O-R-I-N. That's the name of the documentary and it's produced by E. Lab Green. The documentary is very touching. It's heart-wrenching. It's like a masterpiece. It gave me chills watching that and definitely guys check it out. Definitely check it out. Definitely check it out.",0-10%
1,['hi everybody emma welcome back anything go know say like embarrass woke wake record crazy crazy even feel good though feel good feel good early cuz even normally like normal normal day like normal circumstance normally wake early recently get really early kind love make feel good reason explain think universal though think everybody feel way hope guy well definitely start weigh go feel like everybodys kind start start hit everyone different way begin everybody like suck really bad think kind point like holy shit like'],0,-1,0.03516556543713486,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/pdst.fm/cm/httpspdst.fmechtbl.comtrack42D75traffic.megaphone.fmCAD5325822036.mp3updated1674855047MERGED," Hi everybody, it's Emma welcome back to anything goes I Don't know why I just said that like that now I'm embarrassed. I just woke up. I just woke up. It's 9 30 I'm recording at 9 30. That's crazy. It's crazy. I'm even up at 9 30 It feels good though. It feels good Feels good to be up early Cuz I don't even normally do this like on a normal normal day like in normal circumstances I don't normally wake up this early and recently I've been getting up really early and I kind of love it because it makes me feel good For some reason that I can't explain I think that's universal though. I think everybody feels that way I hope you guys are all doing well and now this is definitely starting to weigh on all of us. What's going on? I Feel like everybody's kind of starting to it's starting to hit everyone in a different way in The beginning everybody was like this sucks really bad but now I think it's kind of at the point where it's like the holy shit like",0-10%
2,['hope get fish join little bit well yet go work right ready get back work necessarily get back normal get back work good morning last lesson know ephesians chapter verse important scripture give year ago young ministry go talk morning sag life give word god need listen need write make sure write pastor richard bell year ago call office say curtis know see word say see create monster eventually eat word create team create'],0,-1,0.043069044913999405,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/www.buzzsprout.com/er/httpswww.buzzsprout.com16118837374502braveheartsthepreacherandteacher.mp3MERGED, and I hope you're getting out and doing some fishing and join yourself a little bit or better yet just going to work right some of us just ready to get back to work not necessarily get back to normal but just get back to work. But it's good to have you with us this morning if you've been with us through the last few lessons you know that we're in Ephesians chapter 4 verses 11 through 13 this was an important scripture given to me years ago when I was very young in ministry and I'm going to talk about that this morning is that that we have these sages in our lives and when they give us the word of God we need to listen we need to write that down and make sure it's written down pastor Richard Bell's years ago called me in his office and he said Curtis you know I see you this is these were his words he said I see you creating monsters that eventually eat you in other words you create all these teams you create,0-10%
3,['hi everybody madhav remote marketing podcast today go talk marketing budget reason pick topic feel lot company right reevaluate budget everything also question know face struggled quite lead first marketing team task kind create marketing budget like like know completely clueless like find suitable temperature start know customize requirement even need market budget like help thing search google helpful copy someone elses marketing budget'],0,-1,0.056869076946192657,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/anchor.fm/02/httpsanchor.fmsd340cf8podcastplay13313164https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F202005052F8bb005556028e6067d4c5f47bd397381.m4aMERGED," (upbeat music) Hi everybody, this is Madhav here from the Remote Marketing Podcast and today I'm gonna talk about marketing budgets. The reason I picked this topic is just because I feel a lot of companies right now are reevaluating their budgets and everything. And it's also a question that, you know, that I faced and struggled with for quite a while. So when I led my first marketing team and was tasked to kind of create a marketing budget, I was like, where do I, like, you know, I was completely clueless. Like, where do I find a suitable temperature to start? You know, how do I customize it for my requirements? What do I even need in a marketing budget? Like, how will it help me? And the thing is that searching in Google wasn't helpful. as just copying someone else's marketing budget.",0-10%
4,['chapter teacher trust thought fleming understand four week give class read look ahead time three short story first assign novel call wild think think prereading stuff really really need count word call class problem read aloud today break fragile trust build know accident asks maddie jennifer hand anthology count word book get book turn page fleming say whole class eye focus book yet need start count face grows hot wait'],0,-1,0.07674006229237247,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/anchor.fm/12/httpsanchor.fms71aef44podcastplay13391896https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fstaging2F2020462F70811435441002185161f80f7f9.m4aMERGED," Chapter 23. Some teachers can't be trusted. I thought Ms. Fleming and I had an understanding. For four weeks, she had been giving me the class reading to look over ahead of time. Three short stories and our first assigned novel, The Call of the Wild. She thinks I'm she thinks I'm pre-reading this stuff, but I'm really, but all I really need to do is count the words. Then when she calls on me in class, I have no problem reading aloud. Today, she breaks this fragile trust we've built. I know it's no accident. She asks Maddie and Jennifer to hand out our anthologies. I haven't counted any words in the book. When you get your book turned to page 97, this Fleming says to the whole class, but her eyes are focused on me. I don't have my book yet. I need to start counting. My face grows hot as I wait.",0-10%
5,['hey russell moore exciting new project long time want several thing one thing teach book bible demonstrating kingdom god reveal book bible kingdom message transform live relationship right right new podcast start book genesis also want bring back thing use question ethic write call let know situation conundrum dilemma may face morally follow jesus particular situation best try answer also cross jukebox look theme sin'],0,-1,0.08696191593961808,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/cdn.simplecast.com/29/httpscdn.simplecast.comaudio31c14231c14297883948c4a3d43ae9d8b9224c92b96345c00748c29928eb82205d3d9brdmpodtrailer_tc.mp3aidrss_feedfeedQCoJhQH6MERGED," Hey, this is Russell Moore, and this is an exciting new project for me. For a long time, I've been wanting to do several things. One of those things being teaching through Book of the Bible and demonstrating how the Kingdom of God is revealed in that Book of the Bible and how that Kingdom message can transform our lives and relationships right now. So we'll do that right here on this new podcast, starting with the Book of Genesis. Also, we've wanted to bring back some things that we used to have, such as questions and ethics, where you can write in or call in and let me know of a situation, a conundrum, a dilemma that you may be facing morally as to how to follow Jesus in a particular situation. And I'll do my best to try to answer that for you. And also, the Cross and the Jukebox, where we will look at how themes of sin and...",0-10%
6,['two one well everybody welcome week number four final week fourpart series lead easter call make room get moment believe already easter season come team put together great easter celebration next week call super bowl new testament church mean like build faith death burial resurrection jesus live go celebrate big team put together great way family celebrate go celebrate together go kind unify church family go amaze amazing time wait promise message hope word hope kind write bathroom mirror every week series season together want give word hope get todays message find book isaiah say tell everyone discourage right look tell everybody wonder kid ever go go back'],0,-1,0.0019904714928388792,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/feeds.soundcloud.com/tm/httpsfeeds.soundcloud.comstream813107530cityhillstxmakeroomweek4pastormitch.mp3MERGED," - Two, one. - Well, everybody, welcome to week number four, the final week of our four-part series, leading up to Easter called Make Room. I'll get to that in a moment. I can't believe it's already Easter season, y'all. Come on, our team's put together a great Easter celebration for you next week. I call it the Super Bowl of the New Testament Church. I mean, this is like we built our faith on the death, burial, and resurrection of Jesus that he lives. We're gonna celebrate that big. Our team's put together some great ways for your family to celebrate. We're gonna celebrate together. We're gonna kind of unify as a church family and it's just gonna be an amazing, amazing time. I can't wait for that. I promise you a message of hope, a word of hope. You kind of write on your bathroom mirror every week in this series, in this season that we're in together. I wanna give you that word of hope before I get into today's message. It's found in the book of Isaiah and it says this, ""Tell everyone who is discouraged."" All right, I'm looking at you. Tell everybody who's wondering, Are these kids ever gonna go back?",0-10%
7,['hi everyone eliza lick tier host thrill share new book brand shape narrative share vision shift perception hope pick copy personal branding everyone new graduate start middle manager look level executive want thought leader entrepreneur start scratch anyone want pivot transition something new strong personal brand mean name get drop room thought opportunity people even hear yet pick copy wait hear think hi elia elect leave mark power'],0,-1,0.04913624189251346,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/anchor.fm/21/httpsanchor.fms144b800cpodcastplay13172912https3A2F2Fd3ctxlq1ktw2nl.cloudfront.net2Fproduction2Fexports2F144b800c2F131729122Fa8e5eefbe8b8d90d5c74b1de5a0d4d6e.m4aMERGED," (upbeat music) Hi everyone, it's Eliza Lick Tier, your host. And I'm so thrilled to share that my new book, on brand, shape your narrative, share your vision, shift their perception is out now. I hope you'll pick up a copy because personal branding is for everyone. It's for the new graduate starting out, the middle manager looking to level up, the executive who wants to be a thought leader, the entrepreneur starting from scratch. It's for anyone who wants to pivot or transition into something new. Because having a strong personal brand means that your name gets dropped in rooms, you're not in, and that you're thought of for opportunities that other people haven't even heard of yet. So pick up a copy and I can't wait to hear what you think. (upbeat music) Hi this is Elia's Elect and this is Leave Your Mark the Power.",0-10%
8,['welcome marginalia daily reading prayer podcast podcast design come alongside daily bible reading prayer help stay connected life teach new city unable get together person want follow along day read listen possible always find reading short prayer newcitiesyncyorgsocial today may scripture reading today psalm exodus thessalonian matthew abby mourish staff new city begin time together let pray psalm law lord perfect revive soul testimony lord sure make wise simple precept lord right rejoice heart'],0,-1,0.029195680269019895,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/www.csmedia1.com/0c/httpswww.csmedia1.comnewcitycincy.org2020_05_06.mp3MERGED," Welcome to Marginalia's Daily Readings and Prayers Podcast. This podcast is designed to come alongside you in your daily Bible reading and prayer, and to help you stay connected with the life and teaching of new city while we're unable to get together in person. You'll want to follow along each day by reading before listening if possible. You can always find our readings in a short prayer at newcitiesyncy.org/social. Today is May 6th, 2020, and our scripture readings today are Psalm 25, Exodus 33, 1-23, 1 Thessalonians 2, 1-12, and Matthew 5, 17-20. I'm Abby Mourish, and I'm on staff at New City. As we begin our time together, let's pray from Psalm 19. The law of the Lord is perfect, reviving the soul. The testimony of the Lord is sure, making wise the simple. The precepts of the Lord are right, rejoicing the heart.",0-10%
9,['heard video important part marketing create video without plan little chance success todays podcast discus video marketing strategy business hi welcome marketing essential podcast unique team help small business grow provide essential marketing expertise hello welcome marketing essential podcast bill palma tier w palma tier photography justin justin kerr design alicia spark social together make marketing essential team today guest yes today john tonight know go ask correct pronunciation go say way think say may wrong say way think go'],0,-1,0.04988340376387714,/shared/3/projects/benlitterer/podcastData/prosodyMerged/beforeFMonth/static1.squarespace.com/71/httpsstatic1.squarespace.comstatic571629c8b654f994ad576970t5eb2b806334f4d3719a0fe611588770923214Podcast104JohnA._Audition_Final.mp3MERGED," You've heard that video is an important part of your marketing. You can create a video, but without a plan, there's a little chance for success. So on today's podcast, we'll discuss video marketing strategies for your business. 765-4-3-2-1. Hi and welcome to the Marketing Essentials podcast. Our unique team helps small businesses grow by providing essential marketing expertise. Hello and welcome to the Marketing Essentials podcast. I am Bill Palma Tier of W Palma Tier Photography. I'm Justin of Justin Kerr Design. I'm Alicia with the Spark Social. And together we make up the marketing essential team. So today we have a guest. Yes, today we have John and tonight. You know what? I'm going to ask you a correct of pronunciation because I'm gonna say it the way I think it should be said but that may be wrong. No, no, say it the way you think it's gonna be.",0-10%
